dateofdeath,name,age,bio,causeofdeath,,
2016-04-21,Levi Karuhanga,60,Ugandan major general.,,,
2016-04-21,Ferenc Paragi,62,Hungarian Olympic javelin thrower (1976 1980) world record holder (19801983).,,,
2016-04-21,Frederick Bruce-Lyle,62,Ghanaian-born Saint Vincentian judge in the Caribbean.,,,
2016-04-21,Per-Simon Kildal,64,American antenna specialist.,,,
2016-04-21,Dene Smuts,66,"South African politician, MP (19892014)",,,
2016-04-21,Lonnie Mack,74,American singer-guitarist (The Wham of that Memphis Man).,,,
2016-04-21,D. B. Nihalsinghe,77,Sri Lankan filmmaker (Welikathara).,,,
2016-04-21,Hans Koschnick,87,"German politician and diplomat, Bremen Senate president and mayor (19671985), President of the Bundesrat (19701971, 19811982), MP (19871998).,",,,
2016-04-21,Valeriu Cotea,89,"Romanian oenologist, member of Romanian Academy",,,
2016-04-21,"John Walton, Baron Walton of Detchant",93,"British politician, member of the House of Lords (since 1989)",,,
2016-04-21,Peter Ruckman,94,American Independent Baptist pastor.,,,
2016-04-21,Utako Okamoto,98,Japanese medical scientist.,,,
2016-04-22,Soran Singh,,"Pakistani politician, member of the Khyber Pakhtunkhwa Assembly (since 2013)", shot,,
2016-04-22,Yvon Charbonneau,75,Canadian politician, stroke,,
2016-04-22,Jory Prum,41,"American audio engineer and video game developer (Adaptation, The Walking Dead, Brtal Legend)", traffic collision,,
2016-04-22,David Beresford,68,British journalist.,,,
2016-04-22,Isabelle Dinoire,49,"French mauled woman, first person to undergo a partial face transplant",,,
2016-04-22,John Lumsden,55,Scottish footballer (Stoke City).,,,
2016-04-22,Manfred Rein,68,Austrian politician (VP).,,,
2016-04-22,Rex Fell,71,New Zealand Thoroughbred breeder.,,,
2016-04-22,Oj_rs Gr_nbergs,73,Latvian singer.,,,
2016-04-22,Ariffin Mohammed,74,Malaysian cult leader (Sky Kingdom).,,,
2016-04-22,Robert Price,83,American attorney and political campaign manager.,,,
2016-04-22,Rudolph Chimelli,87,German journalist and author.,,,
2016-04-22,Sir Denys Wilkinson,93,British nuclear physicist.,,,
2016-04-22,Roger Khawam,94,Egyptian antique dealer and Egyptologist.,,,
2016-04-22,Peter Sellers,94,New Zealand sports broadcaster.,,,
2016-04-23,Banharn Silpa-archa,83,"Thai politician, Prime Minister (19951996)",asthma,,
2016-04-23,John Steven Satterthwaite,87,Australian Roman Catholic prelate,,,
2016-04-23,Horace Ward,88,American judge.,,,
2016-04-23,Jacques Perry,94,French novelist.,,,
2016-04-23,Paul Hisao Yasuda,94,"Japanese Roman Catholic prelate, Archbishop of Osaka (19781997)",,,
2016-04-23,Ron Brace,29,"American football player (Boston College, New England Patriots)",,,
2016-04-23,Tom Muecke,52,"American CFL player (Winnipeg Blue Bombers, Edmonton Eskimos)",,,
2016-04-23,Tony Munro,52,Australian sports journalist.,,,
2016-04-23,Vjat_eslav Kobrin,58,Russian guitarist and songwriter.,,,
2016-04-23,A. F. M. Rezaul Karim Siddique,61,Bangladeshi professor (Rajshahi University).,,,
2016-04-23,Attila Ferjncz,69,"Hungarian racing driver, Hungarian Rally champion (19761982,1985, 1990).",,,
2016-04-23,Luis Gonzlez Seara,79,Spanish politician.,,,
2016-04-23,"Maurice Peston, Baron Peston",85,"English economist and politician, member of the House of Lords (since 1987)",,,
2016-04-23,Errol Crossan,85,Canadian footballer (Norwich City).,,,
2016-04-23,Sir Richard Parsons,88,"British diplomat, Ambassador to Hungary, Spain and Sweden.",,,
2016-04-23,Alfons Van den Brande,88,Belgian cyclist.,,,
2016-04-23,Miguel Picazo,89,"Spanish film director, screenwriter and actor (La Tia Tula)",,,
2016-04-23,Bill Sevesi,92,Tongan-born New Zealand musician.,,,
2016-04-23,Madeleine Sherwood,93,"Canadian actress (Cat on a Hot Tin Roof, The Flying Nun)",,,
2016-04-23,Inge King,100,German-born Australian sculptor.,,,
2016-04-24,Terry Redlin,78,American artist, Alzheimer's disease,,
2016-04-24,Steve Julian,57,American radio host (KPCC), brain cancer,,
2016-04-24,Kiviaq,80,"Canadian lawyer, politician, boxer and football player", cancer,,
2016-04-24,Thinle Lhondup,72,Nepalese actor (Himalaya), fall,,
2016-04-24,Zafar Ishaq Ansari,84,Pakistani Islamic scholar, heart attack,,
2016-04-24,George Alexis Weymouth,79,American artist and conservationist, heart failure,,
2016-04-24,Billy Paul,81,"American R&B singer (""Me and Mrs. Jones"")", pancreatic cancer,,
2016-04-24,Lizette Parker,44,"American politician, Mayor of Teaneck, New Jersey (since 2014)", respiratory illness,,
2016-04-24,Papa Wemba,66,Congolese singer, seizure,,
2016-04-24,Benjamin Manglona,78,"Northern Mariana Islands politician, Lieutenant Governor (19901994)", stroke,,
2016-04-24,Tommy Kono,85,"American weightlifter, Olympic champion (1952, 1956), world champion (19531959).",complications from liver disease,,
2016-04-24,Ricardo Torres Origel,59,Mexican politician.,,,
2016-04-24,Walter Jackson Freeman III,89,American biologist.,,,
2016-04-24,Klaus Siebert,60,"German biathlon athlete and coach, world champion (1978, 1979), Olympic silver medalist (1980).",,,
2016-04-24,Paul Annear,68,New Zealand jeweller.,,,
2016-04-24,George Pieterson,74,Dutch clarinetist.,,,
2016-04-24,Robert Dolan,87,American marine geologist.,,,
2016-04-24,Perry O. Hooper  Sr.,91,"American judge, Chief Justice of the Supreme Court of Alabama (19952001)",,,
2016-04-24,Nina Arkhipova,94,Russian film and stage actress (Burnt by the Sun).,,,
2016-04-24,Manuel de la Torre,94,Spanish-born American golf player and instructor.,,,
2016-04-24,Chen Shilu,95,"Chinese flight mechanic, educator and academician (Chinese Academy of Engineering)",,,
2016-04-25,Mei Baojiu,82,Chinese Peking opera artist, bronchospasm,,
2016-04-25,Remo Belli,88,"American drummer, developed the synthetic drumhead (Remo)", complications of pneumonia,,
2016-04-25,Samantha Schubert,47,"Malaysian actress and beauty queen, Miss Malaysia (1991)", pancreatic cancer,,
2016-04-25,Patrick Fabionn Lopes,35,Brazilian football player.,brain aneurysm,,
2016-04-25,Horst Sachs,89,German mathematician.,,,
2016-04-25,Rudolf Wessely,91,Austrian actor.,,,
2016-04-25,Xulhaz Mannan,39,Bangladeshi editor.,,,
2016-04-25,Joe Blahak,65,American football player (Minnesota Vikings).,,,
2016-04-25,John Ridsdel,68,"Canadian journalist (Calgary Herald), businessman (Petro-Canada) and Abu Sayyaf hostage",,,
2016-04-25,Dumitru Antonescu,71,Romanian footballer (Farul Constan_a).,,,
2016-04-25,Nicolae Esinencu,76,Moldovan screenwriter and writer.,,,
2016-04-25,Neculai R__oi,77,"Romanian politician, mayor of Pa_cani (19812008)",,,
2016-04-25,Mel George,80,American professor and twice interim president of the University of Missouri.,,,
2016-04-25,Martin Gray,93,Polish Holocaust survivor and writer.,,,
2016-04-25,Tom Lewis,94,"Australian politician, Premier of New South Wales (19751976)",,,
2016-04-25,Michal Hornstein,95,Polish-born Canadian executive.,,,
2016-04-25,Poornima Arvind Pakvasa,102,Indian social worker.,,,
2016-04-26,James H. Ware,74,American biostatistician, cancer,,
2016-04-26,Mark Farmer,53,"British actor (Grange Hill, Minder, Johnny Jarvis)", cancer,,
2016-04-26,William H. Jarvis,85,Canadian politician.,,,
2016-04-26,çlvaro Prez Trevio,85,Mexican politician.,,,
2016-04-26,Vincent Darius,60,Grenadian Roman Catholic prelate,,,
2016-04-26,Willie L. Williams,72,"American police commissioner (Los Angeles, Philadelphia)",,,
2016-04-26,Peter Propping,73,German geneticist.,,,
2016-04-26,Winston Hill,74,"American football player (New York Jets), Super Bowl winner (1968)",,,
2016-04-26,Harry Wu,79,"Chinese human rights activist, founder of the Laogai Research Foundation",,,
2016-04-26,Dorothy Warburton,80,Canadian geneticist.,,,
2016-04-26,Vladimir Yulygin,80,Russian football player and coach.,,,
2016-04-26,Lucy Kibaki,82,"Kenyan teacher and socialite, First Lady (20022013)",,,
2016-04-26,Amanullah Khan,82,"Pakistani Kashmir separatism activist (JKLF), COPD",,,
2016-04-26,Ozzie Silna,83,American basketball owner (Spirits of St. Louis).,,,
2016-04-26,Masako Togawa,85,"Japanese feminist, singer, actress and novelist.",,,
2016-04-26,Martin Szipl,91,Hungarian photographer.,,,
2016-04-26,M. H. Mohamed,94,Sri Lankan politician.,,,
2016-04-27,James Arvaluk,68,Canadian politician.,,,
2016-04-27,Viktor Gavrikov,58,Lithuanian-Swiss chess Grandmaster.,,,
2016-04-27,James Carroll,60,"American-born Canadian actor (Wind at My Back, Red Dead Redemption, Death to Smoochy).",,,
2016-04-27,Gabriele Sima,61,Austrian opera singer.,,,
2016-04-27,Chris Parkinson,74,"New Zealand broadcaster, co-founder of Radio Hauraki",,,
2016-04-27,Liu Lianman,82,"Chinese mountain climber, made the first ascent of Muztagh Ata",,,
2016-04-27,Ray Salazar,85,"American politician, Mayor of El Paso, Texas (19771979).",,,
2016-04-27,Philip Kives,87,"Canadian marketing entrepreneur, founder of K-tel",,,
2016-04-27,Harold Cohen,87,British computer artist (AARON).,,,
2016-04-27,Toms,87,Indian cartoonist (Boban and Molly).,,,
2016-04-27,Robert C. Mathis,88,American air force general.,,,
2016-04-27,Angela Flanders,88,British perfumer.,,,
2016-04-27,Julio Xavier Labayen,89,"Filipino Roman Catholic prelate, territorial prelate of Infanta (19662003)",,,
2016-04-27,Herta Groves,96,Austrian-born British milliner.,,,
2016-04-28,Barry Howard,78,English actor (Hi-de-Hi!), blood cancer,,
2016-04-28,Jenny Diski,68,"English writer (Nothing Natural, Rainforest, London Review of Books)", lung cancer,,
2016-04-28,Charles Gatewood,73,American photographer, suicide by jumping,,
2016-04-28,Blackie Sherrod,96,American sportswriter.,,,
2016-04-28,Ed Davender,49,American basketball player (Washington Bullets).,,,
2016-04-28,David Page,55,"Australian composer, musical director of Bangarra Dance Theatre _",,,
2016-04-28,îscar Marcelino çlvarez,67,Argentine footballer (Panathinaikos).,,,
2016-04-28,Ren Hausman,80,Belgian comic book writer and illustrator.,,,
2016-04-28,Conrad Burns,81,"American politician, Senator from Montana (19892007)",,,
2016-04-28,Igor Fesunenko,83,"Russian journalist, foreign affairs writer and teacher (MGIMO)",,,
2016-04-28,Joe Durham,84,"American baseball player (Baltimore Orioles, St Louis Cardinals)",,,
2016-04-28,Georg Kronawitter,88,"German politician, Mayor of Munich (19721978, 19841993).",,,
2016-04-28,Ingram Olkin,91,American professor of statistics.,,,
2016-04-28,Fredrik Gr¿nnings¾ter,92,Norwegian priest,,,
2016-04-28,Enrique Cal Pardo,93,"Spanish priest, teacher and writer",,,
2016-04-28,Sir Edward Ashmore,96,"British officer in the Royal Navy, First Sea Lord (19741977)",,,
2016-04-29,Renato Corona,67,"Filipino jurist, Chief Justice of the Supreme Court (20102012)", complications from a heart attack,,
2016-04-29,Chen Zhongshi,73,Chinese writer (White Deer Plain), oral cancer,,
2016-04-29,Hilarius Moa Nurak,73,Indonesian Roman Catholic prelate,,,
2016-04-29,Alyson Bailes,67,"British diplomat, Ambassador to Finland (20002002)",,,
2016-04-29,Tim Bacon,52,British restaurateur and actor.,,,
2016-04-29,Patrick Deuel,54,American reality TV star.,,,
2016-04-29,Jok Church,66,American cartoonist (You Can with Beakman and Jax).,,,
2016-04-29,Dave Robinson,67,"English footballer (Birmingham City, Walsall) ",,,
2016-04-29,Jigdal Dagchen Sakya,86,Tibetan Buddhist teacher.,,,
2016-04-29,Wojciech Zagrski,87,Polish actor.,,,
2016-04-29,Don White,89,American stock car racing driver.,,,
2016-04-29,Dmytro Hnatyuk,91,Ukrainian baritone opera singer.,,,
2016-04-29,Erediauwa,92,"Nigerian traditional royal, Oba of Benin (since 1979) ",,,
2016-04-30,Scott Rains,59,American travel writer, brain tumor,,
2016-04-30,Tracy Scott,46,"American script supervisor (Her, Concussion, Garden State)", cancer,,
2016-04-30,Alphonsus F. D'Souza,76,"Indian Roman Catholic prelate, Bishop of Raiganj (since 1987)", heart attack,,
2016-04-30,Wayne Crawford,69,"American actor, writer and producer (Valley Girl, Jake Speed).",,,
2016-04-30,Phil Ryan,69,Welsh keyboardist (Man).,,,
2016-04-30,Vasily Zvyagintsev,71,Russian science fiction author.,,,
2016-04-30,Sir Harry Kroto,76,"British chemist, laureate of the Nobel Prize in Chemistry (1996)",,,
2016-04-30,Rjean Lafrenire,80,"Canadian politician, member of the Quebec National Assembly (19892007)",,,
2016-04-30,Uwe Friedrichsen,81,"German actor (Faust, Schwarz Rot Gold, Sesamstra§e).",,,
2016-04-30,Franco Di Giacomo,83,Italian cinematographer.,,,
2016-04-30,Marisol Escobar,85,French-born American sculptor.,,,
2016-04-30,Michael Edward Ash,88,British brewer.,,,
2016-04-30,Peter Thomas,91,"American narrator (Nova, Forensic Files)",,,
2016-04-30,Daniel Berrigan,94,"American Jesuit priest, poet, peace activist and ex-convict (Catonsville Nine).",,,
2016-04-30,Fritz Janschka,97,Austrian-born American artist.,,,
2016-04-30,Daniel Aaron,103,"American writer and academic (Harvard University), co-founder of the Library of America",,,
2016-05-01,Richard Gilpin,76,"British Anglican priest, Archdeacon of Totnes (19962005)",,,
2016-05-01,Doug Raney,59,American jazz guitarist.,,,
2016-05-01,Swasti Mitter,76,Indian development economist.,,,
2016-05-01,Sydney Onayemi,78,Nigerian-born Swedish DJ.,,,
2016-05-01,Merv Lincoln,82,Australian middle-distance runner.,,,
2016-05-01,Solomon W. Golomb,83,American mathematician and engineer.,,,
2016-05-01,Jean-Marie Girault,90,"French politician, Mayor of Caen (19702001)",,,
2016-05-01,Madeleine Lebeau,92,"French actress (Casablanca,  8_)",,,
2016-05-01,Hamzat Ahmadu, 9192,"Nigerian diplomat, Ambassador to the Soviet Union, Netherlands, Cameroon, the Bahamas, and the United States.",,,
2016-05-02,Jacky Lee,77,"American football player (Denver Broncos, Kansas City Chiefs)", Alzheimer's disease,,
2016-05-02,John Kaye,60,"Australian politician, member of the New South Wales Legislative Council (since 2007)", cancer,,
2016-05-02,Jonathan Cainer,58,British astrologer (Daily Mail), heart failure,,
2016-05-02,Tomohiro Matsu,43,"Japanese light novel writer (Listen to Me, Girls I Am Your Father!, Mayoi Neko Overrun!)", liver cancer,,
2016-05-02,Mozibur Rahman Fakir,69,Bangladeshi politician.,,,
2016-05-02,Gordie Sundin,78,American baseball player (Baltimore Orioles).,,,
2016-05-02,Raphael Hostey,23,British rapper and ISIL recruiter. ,,,
2016-05-02,Richard Davis,66,English radio astronomer.,,,
2016-05-02,Roger Millward,68,"British rugby league player (Hull Kingston Rovers, Castleford Tigers, national team).",,,
2016-05-02,Afeni Shakur,69,"American businesswoman (Tupac Amaru Shakur Center for the Arts, Amaru Entertainment, Makaveli Branded) and political activist (Black Panthers).",,,
2016-05-02,Wilfried Straub,77,German football official.,,,
2016-05-02,Al Ferrari,82,"American basketball player (St. Louis Hawks, Chicago Zephyrs)",,,
2016-05-02,Fernando Soto Aparicio,82,Colombian author.,,,
2016-05-02,Stasys Petronaitis,83,Lithuanian actor.,,,
2016-05-02,Paul McDowell,84,British actor and singer (The Temperance Seven).,,,
2016-05-02,Basil Blackshaw,84,Northern Irish artist.,,,
2016-05-02,Tobias de Boer,85,Dutch scientist.,,,
2016-05-02,Walter Drst,89,"Swiss ice hockey player, Olympic bronze medalist (1948)",,,
2016-05-02,Balwantrai Bhatt,94,Indian composer and musician.,,,
2016-05-02,Karel Pe_ko,95,Slovenian artist.,,,
2016-05-02,Balraj Madhok,96,"Indian politician, President of Bharatiya Jana Sangh (19661967)",,,
2016-05-02,Myles McKeon,97,Irish-born Australian Roman Catholic prelate,,,
2016-05-03,Thomas W. Libous,63,"American politician, member of the New York State Senate (19892015)", cancer,,
2016-05-03,Sunil Gudge,56,Indian cricketer (Maharashtra), heart attack,,
2016-05-03,Ian Sander,68,"American producer and director (Ghost Whisperer, Profiler, I'll Fly Away)", heart attack,,
2016-05-03,Paul Boutelle,81,"American politician, Socialist Workers candidate for US Vice President (1968)", kidney cancer,,
2016-05-03,Jadranka Stojakovi_,65,Bosnian singer-songwriter, motor neuron disease,,
2016-05-03,Kaname Harada,99,Japanese World War II flying ace, multiple organ failure,,
2016-05-03,Nicolas Noxon,79,American filmmaker (Secrets of the Titanic), pancreatic cancer,,
2016-05-03,Ian Deans,78,"Canadian politician, MP (19801986)", Parkinson's disease,,
2016-05-03,Carl Fredrik Reuterswrd,81,Swedish artist (Non-Violence), pneumonia,,
2016-05-03,Tadeusz Goc_owski,84,"Polish Roman Catholic prelate, Archbishop of Gda_sk (19922008)", stroke,,
2016-05-03,Sarah D. Grant,72,American judge.,,,
2016-05-03,Charlie Beamon,81,American baseball player (Baltimore Orioles).,,,
2016-05-03,Janusz Tazbir,87,Polish historian.,,,
2016-05-03,Kristian Ealey,38,"British actor (Brookside, Hollyoaks)",,,
2016-05-03,Gao Shan,53,Chinese geochemist and academician (Chinese Academy of Science).,,,
2016-05-03,Allan L. McCutcheon,66,American sociologist and statistician.,,,
